Номер позиции,ЮЛ,Локация,Подразделение,Отдел,Группа,Должность,ФИО,Тип работы
БСЗ1148,БСЗ,Брусника.Сургут,"Подразделение ""Гефест""",,"Группа ""Дублин""",Руководитель группы,Сотрудник Брусники 766,Бизнес
БСЗ1149,БСЗ,Брусника.Сургут,"Подразделение ""Гефест""",,"Группа ""Дублин""",Ведущий BIM-менеджер,Сотрудник Брусники 767,Бизнес
БСЗ1150,БСЗ,Брусника.Сургут,"Подразделение ""Гефест""",,,Руководитель проекта,Сотрудник Брусники 768,Бизнес
БСЗ1151,БСЗ,Брусника.Сургут,"Подразделение ""Гефест""",,,Руководитель проекта,Сотрудник Брусники 769,Бизнес
БСЗ1152,БСЗ,Брусника.Сургут,"Подразделение ""Гефест""",,,Руководитель проекта,Сотрудник Брусники 770,Бизнес
БСЗ1153,БСЗ,Брусника.Сургут,"Подразделение ""Гефест""",,,Руководитель проекта,Сотрудник Брусники 771,Бизнес
БСЗ1154,БСЗ,Брусника.Сургут,"Подразделение ""Гефест""",,"Группа ""Набережные Челны""",Ведущий специалист,Сотрудник Брусники 772,Бизнес
БСЗ1155,БСЗ,Брусника.Омск,"Подразделение ""Гефест""",,"Группа ""Ставрополь""",Специалист,Сотрудник Брусники 773,Бизнес
БСЗ1156,БСЗ,Брусника.Омск,"Подразделение ""Гефест""",,"Группа ""Манчестер""",Ведущий специалист,Сотрудник Брусники 774,Бизнес
БСЗ1157,БСЗ,Брусника.Омск,"Подразделение ""Гефест""",,"Группа ""Дублин""",Руководитель группы,Сотрудник Брусники 775,Бизнес
БСЗ1158,БСЗ,Брусника.Омск,"Подразделение ""Гефест""",,,Директор,Сотрудник Брусники 776,Бизнес
БСЗ1159,БСЗ,Брусника.Омск,"Подразделение ""Гефест""",,,Специалист,Вакансия,Бизнес
БСЗ1160,БСЗ,Брусника.Омск,"Подразделение ""Гефест""",,"Группа ""Набережные Челны""",Специалист,Сотрудник Брусники 777,Бизнес
БСЗ1161,БСЗ,Брусника.Новосибирск,"Подразделение ""Гефест""",,"Группа ""Набережные Челны""",Главный специалист,Сотрудник Брусники 778,Бизнес
БСЗ1162,БСЗ,Брусника.Новосибирск,"Подразделение ""Гефест""",,"Группа ""Набережные Челны""",Главный специалист,Сотрудник Брусники 779,Бизнес
БСЗ1163,БСЗ,Брусника.Новосибирск,"Подразделение ""Гефест""",,"Группа ""Набережные Челны""",Ведущий специалист,Сотрудник Брусники 780,Бизнес
БСЗ1164,БСЗ,Брусника.Новосибирск,"Подразделение ""Гефест""",,"Группа ""Набережные Челны""",Главный специалист,Сотрудник Брусники 781,Бизнес
БСЗ1165,БСЗ,Брусника.Новосибирск,"Подразделение ""Гефест""",,"Группа ""Набережные Челны""",Ведущий специалист,Сотрудник Брусники 782,Бизнес
БСЗ1166,БСЗ,Брусника.Новосибирск,"Подразделение ""Гефест""",,"Группа ""Набережные Челны""",Специалист,Вакансия,Бизнес
БСЗ1167,БСЗ,Брусника.Новосибирск,"Подразделение ""Гефест""",,"Группа ""Набережные Челны""",Руководитель группы,Сотрудник Брусники 783,Бизнес
БСЗ1168,БСЗ,Брусника.Новосибирск,"Подразделение ""Гефест""",,"Группа ""Ставрополь""",Главный специалист,Сотрудник Брусники 784,Бизнес
БСЗ1169,БСЗ,Брусника.Новосибирск,"Подразделение ""Гефест""",,"Группа ""Ставрополь""",Руководитель группы,Сотрудник Брусники 785,Бизнес
БСЗ1170,БСЗ,Брусника.Новосибирск,"Подразделение ""Гефест""",,"Группа ""Ставрополь""",Ведущий специалист,Сотрудник Брусники 786,Бизнес
БСЗ1171,БСЗ,Брусника.Новосибирск,"Подразделение ""Гефест""",,"Группа ""Манчестер""",Ведущий специалист,Сотрудник Брусники 787,Бизнес
БСЗ1172,БСЗ,Брусника.Новосибирск,"Подразделение ""Гефест""",,"Группа ""Манчестер""",Специалист,Сотрудник Брусники 788,Бизнес
БСЗ1173,БСЗ,Брусника.Новосибирск,"Подразделение ""Гефест""",,"Группа ""Манчестер""",Главный специалист,Вакансия,Бизнес
БСЗ1174,БСЗ,Брусника.Новосибирск,"Подразделение ""Гефест""",,"Группа ""Манчестер""",Руководитель группы,Сотрудник Брусники 789,Бизнес
БСЗ1175,БСЗ,Брусника.Новосибирск,"Подразделение ""Гефест""",,"Группа ""Оренбург""",Специалист,Сотрудник Брусники 790,Бизнес
